wavenumber(cm^-1),spol(y),ppol(zx),spol(x),ppol(zy)
1.564000000000000000e+03,-5.517747140659584696e-10,2.375696755652351953e-09,-9.777450491701777174e-10,4.084276462519321277e-10
1.565000000000000000e+03,-5.535202114796539301e-10,2.382559320434328925e-09,-9.808555703996446371e-10,4.089860885045635959e-10
1.566000000000000000e+03,-5.552640824133905112e-10,2.389591085076979900e-09,-9.840067307163395566e-10,4.095185345258744313e-10
1.567000000000000000e+03,-5.570131656657207043e-10,2.396630695353963529e-09,-9.871668756618222974e-10,4.100414044300389700e-10
1.568000000000000000e+03,-5.587606417120998786e-10,2.403641030979769816e-09,-9.903246770108121589e-10,4.105384005732894325e-10
1.569000000000000000e+03,-5.605133118142745951e-10,2.410622124731164182e-09,-9.934914222812257491e-10,4.109888367469299996e-10
1.570000000000000000e+03,-5.622643935399814634e-10,2.417574126888090236e-09,-9.966558665772628579e-10,4.114134723342739399e-10
1.571000000000000000e+03,-5.640206514708692829e-10,2.424732859448546068e-09,-9.998724405425278017e-10,4.118279920056102931e-10
1.572000000000000000e+03,-5.658185846438816030e-10,2.431862986517714996e-09,-1.003086812055035678e-09,4.124165476060097966e-10
1.573000000000000000e+03,-5.676217329311542090e-10,2.438963303293936845e-09,-1.006310104230625007e-09,4.129581794876467561e-10
1.574000000000000000e+03,-5.693800842034736862e-10,2.446235224635072057e-09,-1.009574548594914886e-09,4.132744746465264824e-10
1.575000000000000000e+03,-5.711869078110669520e-10,2.453477159087156413e-09,-1.012847929865758465e-09,4.137433703437861672e-10
1.576000000000000000e+03,-5.729922537598444193e-10,2.460490810507211166e-09,-1.016075879791128748e-09,4.141869753840226434e-10
1.577000000000000000e+03,-5.748027815340677580e-10,2.467911555143432715e-09,-1.019399468153182934e-09,4.146199156832056342e-10
1.578000000000000000e+03,-5.766552652483093342e-10,2.475104227504339314e-09,-1.022677664653450479e-09,4.152281841744401989e-10
1.579000000000000000e+03,-5.784695261096689156e-10,2.482466792939867292e-09,-1.026008176548864361e-09,4.155882107579100236e-10
1.580000000000000000e+03,-5.803258172962753737e-10,2.489601190702870558e-09,-1.029293279846012471e-09,4.161238909658088614e-10
1.581000000000000000e+03,-5.821438120692366934e-10,2.496905319264811023e-09,-1.032630717476595257e-09,4.164107397996517379e-10
1.582000000000000000e+03,-5.840039114083059036e-10,2.504420396785720529e-09,-1.036009814346635600e-09,4.169105942553126355e-10
1.583000000000000000e+03,-5.858691997976655400e-10,2.511703158268099211e-09,-1.039354234845410159e-09,4.173622441137737529e-10
1.584000000000000000e+03,-5.877331356606260412e-10,2.519123253218347266e-09,-1.042740414019945189e-09,4.177521259316457018e-10
1.585000000000000000e+03,-5.896022449299439884e-10,2.526548876768353517e-09,-1.046135448552887084e-09,4.181305319010042698e-10
1.586000000000000000e+03,-5.914700181487245132e-10,2.534112485312890844e-09,-1.049572396772877744e-09,4.184471815549210751e-10
1.587000000000000000e+03,-5.933866221613103336e-10,2.541516884507017527e-09,-1.052974531926832710e-09,4.189909163209647968e-10
1.588000000000000000e+03,-5.953019624746653261e-10,2.549059707440287563e-09,-1.056418679820711157e-09,4.194732101996821544e-10
1.589000000000000000e+03,-5.971787722509858184e-10,2.556570410412578622e-09,-1.059871661147444404e-09,4.197046419488163771e-10
1.590000000000000000e+03,-5.990980366298686795e-10,2.564055196671268521e-09,-1.063323038187152729e-09,4.201136352205925987e-10
1.591000000000000000e+03,-6.010224845225860557e-10,2.571746955411341737e-09,-1.066827011094007410e-09,4.205106353548192420e-10
1.592000000000000000e+03,-6.029457013298894406e-10,2.579376017778285821e-09,-1.070329476800014085e-09,4.208462143065076900e-10
1.593000000000000000e+03,-6.049179305471421291e-10,2.587009645225262905e-09,-1.073840755290827644e-09,4.213720132400714466e-10
1.594000000000000000e+03,-6.068451282615894149e-10,2.594580701706731854e-09,-1.077350567928526605e-09,4.216340409136374024e-10
1.595000000000000000e+03,-6.088213808118916452e-10,2.602396078101849561e-09,-1.080913069980504562e-09,4.221236028393396865e-10
1.596000000000000000e+03,-6.107525601425951992e-10,2.609909019054864584e-09,-1.084430258780492862e-09,4.223118378703395954e-10
1.597000000000000000e+03,-6.127328367295223986e-10,2.617628844818509864e-09,-1.088000156261601947e-09,4.226902789809515063e-10
1.598000000000000000e+03,-6.147119847802415742e-10,2.625489822769850908e-09,-1.091612728108370990e-09,4.230075762772963946e-10
1.599000000000000000e+03,-6.166963141005327709e-10,2.633188801634872553e-09,-1.095190077865702342e-09,4.233494702982142835e-10
1.600000000000000000e+03,-6.187235737883084210e-10,2.640991942677564571e-09,-1.098810202337696075e-09,4.237962453519984864e-10
1.601000000000000000e+03,-6.207119845171428010e-10,2.649039704255381540e-09,-1.102483183775199585e-09,4.240641132502368920e-10
1.602000000000000000e+03,-6.227433983729721418e-10,2.656785002550281728e-09,-1.106110917672356752e-09,4.244370880586848546e-10
1.603000000000000000e+03,-6.247800203101027465e-10,2.664774851253414361e-09,-1.109791527557725400e-09,4.248344674270596970e-10
1.604000000000000000e+03,-6.268156166405001810e-10,2.672666063450411314e-09,-1.113471048036598314e-09,4.251335049372862780e-10
1.605000000000000000e+03,-6.288564067705791183e-10,2.680560319182208998e-09,-1.117159315497099406e-09,4.254191762361217614e-10
1.606000000000000000e+03,-6.308961862980950800e-10,2.688431116428932272e-09,-1.120846535896313146e-09,4.256815574280950324e-10
1.607000000000000000e+03,-6.329411452781440523e-10,2.696471435494597115e-09,-1.124586724287153048e-09,4.258927574721732769e-10
1.608000000000000000e+03,-6.350293801542876480e-10,2.704693273301949477e-09,-1.128370253450717701e-09,4.262851766366263133e-10
1.609000000000000000e+03,-6.371228364711553835e-10,2.712675636210943488e-09,-1.132118244743950330e-09,4.266263606155716528e-10
1.610000000000000000e+03,-6.392153687550676841e-10,2.720802304814363076e-09,-1.135909677706179028e-09,4.269069550937264481e-10
1.611000000000000000e+03,-6.412687517748136260e-10,2.728931372236840003e-09,-1.139709849915043113e-09,4.269687837223424511e-10
1.612000000000000000e+03,-6.434099399675317089e-10,2.737000330965127436e-09,-1.143509216064605056e-09,4.273797390556522589e-10
1.613000000000000000e+03,-6.455119634883843436e-10,2.745071298541239190e-09,-1.147317281169741753e-09,4.275716534876208976e-10
1.614000000000000000e+03,-6.476575357514022813e-10,2.753287631552838558e-09,-1.151169045101805514e-09,4.279082402149889885e-10
1.615000000000000000e+03,-6.497638720062011659e-10,2.761505840445025225e-09,-1.155029523415141535e-09,4.280252523784985581e-10
1.616000000000000000e+03,-6.519138292724747747e-10,2.769870079170163740e-09,-1.158933858164215400e-09,4.282872071093850961e-10
1.617000000000000000e+03,-6.540690065417319094e-10,2.778030321814535600e-09,-1.162802374352615664e-09,4.285346951514000000e-10
1.618000000000000000e+03,-6.562233773295040505e-10,2.786299163907533970e-09,-1.166714849284118288e-09,4.286840423217670611e-10
1.619000000000000000e+03,-6.584275385297054570e-10,2.794813165580264020e-09,-1.170680616794011526e-09,4.290623749340369962e-10
1.620000000000000000e+03,-6.605863513368441890e-10,2.803024378902077564e-09,-1.174601288925051926e-09,4.291367506937396571e-10
1.621000000000000000e+03,-6.627949978511257873e-10,2.811442760815802592e-09,-1.178575270343335685e-09,4.294022436896487243e-10
1.622000000000000000e+03,-6.650029235111108599e-10,2.819802469923084367e-09,-1.182548834551840675e-09,4.296076615502876319e-10
1.623000000000000000e+03,-6.672160837271422599e-10,2.828369474394925305e-09,-1.186575780019172878e-09,4.297980176926216340e-10
1.624000000000000000e+03,-6.694285381083460342e-10,2.836878211901971039e-09,-1.190602409451308338e-09,4.299283066490894796e-10
1.625000000000000000e+03,-6.716462128451447131e-10,2.845349572882937692e-09,-1.194637713887886249e-09,4.300052643910849994e-10
1.626000000000000000e+03,-6.739079804614005180e-10,2.853762770637333574e-09,-1.198672747968330477e-09,4.302289427112684591e-10
1.627000000000000000e+03,-6.761301981252468224e-10,2.862421245074800485e-09,-1.202761249147340856e-09,4.302683148164881660e-10
1.628000000000000000e+03,-6.783965811648873546e-10,2.870945882881948691e-09,-1.206849582115153574e-09,4.303785971693053654e-10
1.629000000000000000e+03,-6.806682119475761512e-10,2.879715915290315744e-09,-1.210991452919942826e-09,4.305112548136703314e-10
1.630000000000000000e+03,-6.829841364765022641e-10,2.888183039215306016e-09,-1.215088336788719671e-09,4.307533311105686404e-10
1.631000000000000000e+03,-6.852604248462408764e-10,2.897103055919278815e-09,-1.219283723110996070e-09,4.308103312877726715e-10
1.632000000000000000e+03,-6.875810794216420062e-10,2.905720266114905476e-09,-1.223434167025738051e-09,4.309769810867129589e-10
1.633000000000000000e+03,-6.899070091905307379e-10,2.914544759924086591e-09,-1.227638234106365359e-09,4.311276278879995278e-10
1.634000000000000000e+03,-6.922324221890890541e-10,2.923274240190438737e-09,-1.231842384172034944e-09,4.311804912817015888e-10
1.635000000000000000e+03,-6.945630961042749121e-10,2.932002944940855341e-09,-1.236055161835901021e-09,4.312170307324870855e-10
1.636000000000000000e+03,-6.968932685597569039e-10,2.940883213143486414e-09,-1.240313164207690599e-09,4.311939553687128383e-10
1.637000000000000000e+03,-6.992737840997540199e-10,2.949762545935148797e-09,-1.244579804932238313e-09,4.313625505661221874e-10
1.638000000000000000e+03,-7.016087443789682156e-10,2.958547321936904965e-09,-1.248846681662416290e-09,4.312251100595540585e-10
1.639000000000000000e+03,-7.039940908315742721e-10,2.967539352897040936e-09,-1.253167331493075298e-09,4.312792825840062838e-10
1.640000000000000000e+03,-7.064242042843269975e-10,2.976437163858034769e-09,-1.257488321971499097e-09,4.314444104078813752e-10
1.641000000000000000e+03,-7.088144376582930289e-10,2.985580648422392185e-09,-1.261863154195471849e-09,4.314223740652138680e-10
1.642000000000000000e+03,-7.112042720825126824e-10,2.994630299131904263e-09,-1.266238432135263146e-09,4.313026029282775307e-10
1.643000000000000000e+03,-7.136446332663553718e-10,3.003639774454676333e-09,-1.270622324799678175e-09,4.313362197703383136e-10
1.644000000000000000e+03,-7.160846669084750081e-10,3.012632308678053215e-09,-1.275006712976248732e-09,4.313490943833516034e-10
1.645000000000000000e+03,-7.185300020407340832e-10,3.021755195688364728e-09,-1.279445021226816492e-09,4.312677854006371829e-10
1.646000000000000000e+03,-7.210203779382678278e-10,3.030861577732549072e-09,-1.283883931205207785e-09,4.313752053341221911e-10
1.647000000000000000e+03,-7.234707155182657375e-10,3.040136768082012274e-09,-1.288376828439361847e-09,4.312171929917932438e-10
1.648000000000000000e+03,-7.259661669403878775e-10,3.049357421906153751e-09,-1.292870434016267058e-09,4.312097231167493361e-10
1.649000000000000000e+03,-7.284669460049101964e-10,3.058536904346731871e-09,-1.297372626330154037e-09,4.311460303027494495e-10
1.650000000000000000e+03,-7.309675013454485977e-10,3.067833543593030832e-09,-1.301921074328012035e-09,4.309848373196588956e-10
1.651000000000000000e+03,-7.334733697187609392e-10,3.077165863054139209e-09,-1.306478116559222840e-09,4.308441709033204669e-10
1.652000000000000000e+03,-7.360245536490226006e-10,3.086405632021232854e-09,-1.311036027152957603e-09,4.308162255468453841e-10
1.653000000000000000e+03,-7.385810917310855805e-10,3.095813940064156602e-09,-1.315648065933598085e-09,4.307315649592809104e-10
1.654000000000000000e+03,-7.411374943529211063e-10,3.105379308554612629e-09,-1.320306691841273544e-09,4.305881847635565114e-10
1.655000000000000000e+03,-7.436992363861684156e-10,3.114691910724352709e-09,-1.324928287868204939e-09,4.303877133746450058e-10
1.656000000000000000e+03,-7.463064959764598090e-10,3.124161994210809714e-09,-1.329596582409345416e-09,4.303392692593907038e-10
1.657000000000000000e+03,-7.488734702943651144e-10,3.133589547159597840e-09,-1.334273436097178448e-09,4.300227152435356486e-10
1.658000000000000000e+03,-7.514860358248754409e-10,3.143175263043921955e-09,-1.338997155889002511e-09,4.298584363014710451e-10
1.659000000000000000e+03,-7.541039658440699800e-10,3.152718165781618099e-09,-1.343729440794075871e-09,4.296365626908749428e-10
1.660000000000000000e+03,-7.567218659476330855e-10,3.162419918507539920e-09,-1.348508760318637817e-09,4.293561797867462169e-10
1.661000000000000000e+03,-7.593908946765919813e-10,3.172078570339368330e-09,-1.353296649987047011e-09,4.292292448540033174e-10
1.662000000000000000e+03,-7.620599658932943694e-10,3.181646223379494145e-09,-1.358085902799077188e-09,4.290052119125526391e-10
1.663000000000000000e+03,-7.647344275000418036e-10,3.191420875199930792e-09,-1.362929543738700430e-09,4.287618903140824108e-10
1.664000000000000000e+03,-7.674089484182542894e-10,3.201104909780989657e-09,-1.367774659315481366e-09,4.284214150433310824e-10
1.665000000000000000e+03,-7.701347369687197467e-10,3.210995961946589216e-09,-1.372674225197459054e-09,4.282732587416259599e-10
1.666000000000000000e+03,-7.728147360507238382e-10,3.220757859081132963e-09,-1.377575377852531812e-09,4.277771485657246698e-10
1.667000000000000000e+03,-7.755460446817733153e-10,3.230553317431363984e-09,-1.382485057980617792e-09,4.275121811028052032e-10
1.668000000000000000e+03,-7.783234799176658017e-10,3.240432212838212882e-09,-1.387442395126165244e-09,4.273235827548661995e-10
1.669000000000000000e+03,-7.810603647494530536e-10,3.250305463007718206e-09,-1.392408262093051351e-09,4.269026707764053170e-10
1.670000000000000000e+03,-7.838434505303006494e-10,3.260301738290350744e-09,-1.397421958173877578e-09,4.265972645178016505e-10
1.671000000000000000e+03,-7.865859127900814976e-10,3.270292105996796534e-09,-1.402444186099744378e-09,4.260589352658881986e-10
1.672000000000000000e+03,-7.894207424175469451e-10,3.280367110269337105e-09,-1.407514415962637594e-09,4.258101365223632404e-10
1.673000000000000000e+03,-7.922149311785067977e-10,3.290435891933486866e-09,-1.412593178664883631e-09,4.253280150544115959e-10
1.674000000000000000e+03,-7.950555263883649241e-10,3.300415699547947385e-09,-1.417673931441064699e-09,4.249620487563780282e-10
1.675000000000000000e+03,-7.979015847052271927e-10,3.310563059151386078e-09,-1.422809375750965409e-09,4.245362816126306221e-10
1.676000000000000000e+03,-8.007479742470732470e-10,3.320660958729416379e-09,-1.427946926146242857e-09,4.240528575627605813e-10
1.677000000000000000e+03,-8.035998107938128473e-10,3.330887185566915713e-09,-1.433139225987259331e-09,4.234700661164165320e-10
1.678000000000000000e+03,-8.064982588405550595e-10,3.341064368765320715e-09,-1.438333749105118058e-09,4.230432302364352937e-10
1.679000000000000000e+03,-8.094021932030959858e-10,3.351408947161675505e-09,-1.443583078796894298e-09,4.225560126125157512e-10
1.680000000000000000e+03,-8.123065510101104640e-10,3.361665711094016413e-09,-1.448834749801804542e-09,4.219721231853254821e-10
1.681000000000000000e+03,-8.152627262911023521e-10,3.372089760587998289e-09,-1.454141283763328735e-09,4.215414542935996401e-10
1.682000000000000000e+03,-8.181730226328370900e-10,3.382465663193163567e-09,-1.459450277853114104e-09,4.208393930274670196e-10
1.683000000000000000e+03,-8.211351772290684601e-10,3.392969476758853531e-09,-1.464814190571042360e-09,4.202511089241733969e-10
1.684000000000000000e+03,-8.241442799439153441e-10,3.403386244677756792e-09,-1.470180682691665890e-09,4.197806882887909887e-10
1.685000000000000000e+03,-8.271124699337378617e-10,3.413794658759053856e-09,-1.475555646690232695e-09,4.190738397085404557e-10
1.686000000000000000e+03,-8.301276841641757976e-10,3.424291728307783706e-09,-1.480979785320145741e-09,4.184457153941618773e-10
1.687000000000000000e+03,-8.331484293341029583e-10,3.434995118788742062e-09,-1.486458950463624941e-09,4.177953254041884198e-10
1.688000000000000000e+03,-8.361697839085251440e-10,3.445572888233509867e-09,-1.491940937567961581e-09,4.170090960754220549e-10
1.689000000000000000e+03,-8.392432274595597025e-10,3.456102162283110508e-09,-1.497431388283690450e-09,4.163758474316555183e-10
1.690000000000000000e+03,-8.423173550546386372e-10,3.466800226881781849e-09,-1.502971372885003249e-09,4.156857849313441428e-10
1.691000000000000000e+03,-8.453970355052823698e-10,3.477625505912065317e-09,-1.508566489120710080e-09,4.148939659883037469e-10
1.692000000000000000e+03,-8.485240797416540825e-10,3.488365358480128448e-09,-1.514164673373575882e-09,4.142212928032245200e-10
1.693000000000000000e+03,-8.516567149048016247e-10,3.499055907215524243e-09,-1.519771309704364676e-09,4.134861020618793367e-10
1.694000000000000000e+03,-8.547901290276332277e-10,3.509877145895237189e-09,-1.525427842847446080e-09,4.126547590972290116e-10
1.695000000000000000e+03,-8.579291163403954567e-10,3.520825173117884770e-09,-1.531139609338807517e-09,4.117208579641652615e-10
1.696000000000000000e+03,-8.611156763310451578e-10,3.531728175270572434e-09,-1.536854693694922044e-09,4.109463148358460968e-10
1.697000000000000000e+03,-8.643078471196184753e-10,3.542541418764122029e-09,-1.542578215057931668e-09,4.100689606990859880e-10
1.698000000000000000e+03,-8.675008927843817456e-10,3.553486696593629377e-09,-1.548352000126178700e-09,4.090955472736169318e-10
1.699000000000000000e+03,-8.707463905191458564e-10,3.564597982727688012e-09,-1.554181116594985381e-09,4.082748444706839219e-10
1.700000000000000000e+03,-8.739928388551718307e-10,3.575585827567841145e-09,-1.560013805241936646e-09,4.073185930818711357e-10
1.701000000000000000e+03,-8.772449179217194220e-10,3.586779185426480969e-09,-1.565901873726066499e-09,4.063380972080723678e-10
1.702000000000000000e+03,-8.805449126903978027e-10,3.597849503314159286e-09,-1.571793642449086258e-09,4.054387627074533474e-10
1.703000000000000000e+03,-8.838505751860423087e-10,3.609045693443489707e-09,-1.577740838502625446e-09,4.044354944669439708e-10
1.704000000000000000e+03,-8.871572855251248255e-10,3.620376222366528968e-09,-1.583738911833699417e-09,4.033364365385123220e-10
1.705000000000000000e+03,-8.904696448215209945e-10,3.631655001590559862e-09,-1.589745437583789683e-09,4.021726816160315512e-10
1.706000000000000000e+03,-8.938301310699626345e-10,3.642851302371981031e-09,-1.595755924032767186e-09,4.011304223269637519e-10
1.707000000000000000e+03,-8.971963029863654329e-10,3.654172977124207800e-09,-1.601821928424118023e-09,3.999833954095739048e-10
1.708000000000000000e+03,-9.006107362607771316e-10,3.665590535014155500e-09,-1.607939187323921249e-09,3.989184282907609140e-10
1.709000000000000000e+03,-9.040308917529016634e-10,3.676955345995584590e-09,-1.614064872649194482e-09,3.977882253552875988e-10
1.710000000000000000e+03,-9.074522709638533740e-10,3.688456613413800335e-09,-1.620242003857176901e-09,3.965625366214960935e-10
1.711000000000000000e+03,-9.108793529567790834e-10,3.700082942603242619e-09,-1.626474795720952039e-09,3.952311880010247499e-10
1.712000000000000000e+03,-9.143549091078191265e-10,3.711588382644388287e-09,-1.632712002611076933e-09,3.939824295869522077e-10
1.713000000000000000e+03,-9.178362039933433802e-10,3.723040055168694320e-09,-1.638957606586996748e-09,3.926676265278365754e-10
1.714000000000000000e+03,-9.213661083274448697e-10,3.734808201448820176e-09,-1.645302375198356698e-09,3.914358169813439267e-10
1.715000000000000000e+03,-9.249017871134698033e-10,3.746263538609258649e-09,-1.651608215037636983e-09,3.900976522966356440e-10
1.716000000000000000e+03,-9.284388683391933658e-10,3.758076304610253892e-09,-1.658013472703881054e-09,3.886642496169760235e-10
1.717000000000000000e+03,-9.320290747492553462e-10,3.769834499089542344e-09,-1.664427146886006755e-09,3.873827545413325168e-10
1.718000000000000000e+03,-9.356207617216742836e-10,3.781652090551952466e-09,-1.670893097825138231e-09,3.859260631535227451e-10
1.719000000000000000e+03,-9.392182387330556459e-10,3.793414525244410187e-09,-1.677367446309829810e-09,3.844021726849264581e-10
1.720000000000000000e+03,-9.428646755896503544e-10,3.805277105501745160e-09,-1.683894268679675254e-09,3.829621988054891748e-10
1.721000000000000000e+03,-9.465169370396129956e-10,3.817263356606918140e-09,-1.690477004803362971e-09,3.814145677916427985e-10
1.722000000000000000e+03,-9.501707818661097406e-10,3.829130999422024400e-09,-1.697064903578679916e-09,3.797317982349196115e-10
1.723000000000000000e+03,-9.538779715886701313e-10,3.841140694999875641e-09,-1.703756347332516225e-09,3.779592411850236826e-10
